Assembly instruction,Category,
PSUBB,MMX,
PSUBD,MMX,
PSUBSB,MMX,
PSUBSW,MMX,
PSUBUSB,MMX,
PSUBUSW,MMX,
PSUBW,MMX,
PUNPCKHBW,MMX,
PUNPCKHDQ,MMX,
PUNPCKHWD,MMX,
PUNPCKLBW,MMX,
PUNPCKLDQ,MMX,
PUNPCKLWD,MMX,
PXOR,LOGICAL,
MONITOR,MISC,
MWAIT,MISC,
MONITORX,MISC,
MWAITX,MISC,
MOVBE,DATAXFER,
MOVDIR64B,MOVDIR,
MOVDIRI,MOVDIR,
BNDCL,MPX,
BNDCN,MPX,
BNDCU,MPX,
BNDLDX,MPX,
BNDMK,MPX,
BNDMOV,MPX,
BNDSTX,MPX,
PAUSE,MISC,
PCLMULQDQ,PCLMULQDQ,
PCONFIG,PCONFIG,
RDPKRU,PKU,
WRPKRU,PKU,
PREFETCHWT1,PREFETCHWT1,
PTWRITE,PTWRITE,
RDPID,RDPID,
RDPRU,RDPRU,
RDRAND,RDRAND,
RDSEED,RDSEED,
RDTSCP,SYSTEM,
RDFSBASE,RDWRFSGS,
RDGSBASE,RDWRFSGS,
WRFSBASE,RDWRFSGS,
WRGSBASE,RDWRFSGS,
XABORT,UNCOND_BR,
XBEGIN,COND_BR,
XBEGIN {disp32},COND_BR,
REX64 XBEGIN {disp32},COND_BR,
XEND,COND_BR,
XTEST,LOGICAL,
SERIALIZE,SERIALIZE,
ENCLS,SGX,
ENCLU,SGX,
SHA1MSG1,SHA,
SHA1MSG2,SHA,
SHA1NEXTE,SHA,
SHA1RNDS4,SHA,
SHA256MSG1,SHA,
SHA256MSG2,SHA,
SHA256RNDS2,SHA,
CLAC,SMAP,
STAC,SMAP,
GETSEC,SYSTEM,
PSMASH,SYSTEM,
PVALIDATE,SYSTEM,
RMPADJUST,SYSTEM,
RMPUPDATE,SYSTEM,
ADDPS,SSE,
ADDSS,SSE,
ANDNPS,LOGICAL_FP,
ANDPS,LOGICAL_FP,
CMPPS,SSE,
CMPSS,SSE,
COMISS,SSE,
CVTPI2PS,CONVERT,
CVTPS2PI,CONVERT,
CVTSI2SS,CONVERT,
CVTSS2SI,CONVERT,
CVTTPS2PI,CONVERT,
CVTTSS2SI,CONVERT,
DIVPS,SSE,
DIVSS,SSE,
FXRSTOR,SSE,
FXRSTOR64,SSE,
FXSAVE,SSE,
FXSAVE64,SSE,
LDMXCSR,SSE,
MAXPS,SSE,
MAXSS,SSE,
MINPS,SSE,
MINSS,SSE,
MOVAPS,DATAXFER,
MOVAPS {load},DATAXFER,
MOVAPS {store},DATAXFER,
MOVHLPS,DATAXFER,
MOVHPS,DATAXFER,
MOVLHPS,DATAXFER,
MOVLPS,DATAXFER,
MOVMSKPS,DATAXFER,
MOVNTPS,DATAXFER,
MOVSS,DATAXFER,
MOVSS {load},DATAXFER,
MOVSS {store},DATAXFER,
MOVUPS,DATAXFER,
MOVUPS {load},DATAXFER,
MOVUPS {store},DATAXFER,
MULPS,SSE,
MULSS,SSE,
ORPS,LOGICAL_FP,
PREFETCHNTA,PREFETCH,
PREFETCHT0,PREFETCH,
PREFETCHT1,PREFETCH,
PREFETCHT2,PREFETCH,
RCPPS,SSE,
RCPSS,SSE,
RSQRTPS,SSE,
RSQRTSS,SSE,
SFENCE,MISC,
SHUFPS,SSE,
SQRTPS,SSE,
SQRTSS,SSE,
STMXCSR,SSE,
SUBPS,SSE,
SUBSS,SSE,
UCOMISS,SSE,
UNPCKHPS,SSE,
UNPCKLPS,SSE,
XORPS,LOGICAL_FP,
ADDPD,SSE,
ADDSD,SSE,
ANDNPD,LOGICAL_FP,
ANDPD,LOGICAL_FP,
CMPPD,SSE,
CMPSD,SSE,
COMISD,SSE,
CVTDQ2PD,CONVERT,
CVTDQ2PS,CONVERT,
CVTPD2DQ,CONVERT,
CVTPD2PI,CONVERT,
CVTPD2PS,CONVERT,
CVTPI2PD,CONVERT,
CVTPS2DQ,CONVERT,
CVTPS2PD,CONVERT,
CVTSD2SI,CONVERT,
CVTSD2SS,CONVERT,
CVTSI2SD,CONVERT,
CVTSS2SD,CONVERT,
CVTTPD2DQ,CONVERT,
CVTTPD2PI,CONVERT,
CVTTPS2DQ,CONVERT,
CVTTSD2SI,CONVERT,
DIVPD,SSE,
DIVSD,SSE,
LFENCE,MISC,
MASKMOVDQU,DATAXFER,
MAXPD,SSE,
MAXSD,SSE,
MFENCE,MISC,
MINPD,SSE,
MINSD,SSE,
MOVAPD,DATAXFER,
MOVAPD {load},DATAXFER,
MOVAPD {store},DATAXFER,
MOVDQ2Q,DATAXFER,
MOVDQA,DATAXFER,
MOVDQA {store},DATAXFER,
MOVDQA {load},DATAXFER,
MOVDQU,DATAXFER,
MOVDQU {load},DATAXFER,
MOVDQU {store},DATAXFER,
MOVHPD,DATAXFER,
MOVLPD,DATAXFER,
MOVMSKPD,DATAXFER,
MOVNTDQ,DATAXFER,
MOVNTI,DATAXFER,
MOVNTPD,DATAXFER,
MOVQ2DQ,DATAXFER,
MOVSD,DATAXFER,
MOVSD {load},DATAXFER,
MOVSD {store},DATAXFER,
MOVUPD,DATAXFER,
MOVUPD {load},DATAXFER,
MOVUPD {store},DATAXFER,
MULPD,SSE,
MULSD,SSE,
ORPD,LOGICAL_FP,
PACKSSDW,SSE,
PACKSSWB,SSE,
PACKUSWB,SSE,
PADDB,SSE,
PADDD,SSE,
PADDQ,MMX,
PADDQ,SSE,
PADDSB,SSE,
PADDSW,SSE,
PADDUSB,SSE,
PADDUSW,SSE,
PADDW,SSE,
PAVGB,SSE,
PAVGW,SSE,
PCMPEQB,SSE,
PCMPEQD,SSE,
PCMPEQW,SSE,
PCMPGTB,SSE,
PCMPGTD,SSE,
PCMPGTW,SSE,
PEXTRW,SSE,
PINSRW,SSE,
PMADDWD,SSE,
PMAXSW,SSE,
PMAXUB,SSE,
PMINSW,SSE,
PMINUB,SSE,
PMOVMSKB,SSE,
PMULHUW,SSE,
PMULHW,SSE,
PMULLW,SSE,
PMULUDQ,MMX,
PMULUDQ,SSE,
PSADBW,SSE,
PSHUFD,SSE,
PSHUFHW,SSE,
PSHUFLW,SSE,
PSLLD,SSE,
PSLLDQ,SSE,
PSLLQ,SSE,
PSLLW,SSE,
PSRAD,SSE,
PSRAW,SSE,
PSRLD,SSE,
PSRLDQ,SSE,
PSRLQ,SSE,
PSRLW,SSE,
PSUBB,SSE,
PSUBD,SSE,
PSUBQ,MMX,
PSUBQ,SSE,
PSUBSB,SSE,
PSUBSW,SSE,
PSUBUSB,SSE,
PSUBUSW,SSE,
PSUBW,SSE,
PUNPCKHBW,SSE,
PUNPCKHDQ,SSE,
PUNPCKHQDQ,SSE,
PUNPCKHWD,SSE,
PUNPCKLBW,SSE,
PUNPCKLDQ,SSE,
PUNPCKLQDQ,SSE,
PUNPCKLWD,SSE,
SHUFPD,SSE,
SQRTPD,SSE,
SQRTSD,SSE,
SUBPD,SSE,
SUBSD,SSE,
UCOMISD,SSE,
UNPCKHPD,SSE,
UNPCKLPD,SSE,
XORPD,LOGICAL_FP,
ADDSUBPD,SSE,
ADDSUBPS,SSE,
FISTTP,X87_ALU,
HADDPD,SSE,
HADDPS,SSE,
HSUBPD,SSE,
HSUBPS,SSE,
LDDQU,SSE,
MOVDDUP,DATAXFER,
MOVSHDUP,DATAXFER,
MOVSLDUP,DATAXFER,
BLENDPD,SSE,
BLENDPS,SSE,
BLENDVPD,SSE,
BLENDVPS,SSE,
CRC32,SSE,
DPPD,SSE,
DPPS,SSE,
EXTRACTPS,SSE,
INSERTPS,SSE,
MOVNTDQA,SSE,
MPSADBW,SSE,
PACKUSDW,SSE,
PBLENDVB,SSE,
PBLENDW,SSE,
PCMPEQQ,SSE,
PCMPESTRI,SSE,
PCMPESTRIQ,SSE,
PCMPESTRM,SSE,
PCMPESTRMQ,SSE,
PCMPGTQ,SSE,
PCMPISTRI,SSE,
PCMPISTRM,SSE,
PEXTRB,SSE,
PEXTRD,SSE,
PEXTRQ,SSE,
PHMINPOSUW,SSE,
PINSRB,SSE,
PINSRD,SSE,
PINSRQ,SSE,
PMAXSB,SSE,
PMAXSD,SSE,
PMAXUD,SSE,
PMAXUW,SSE,
PMINSB,SSE,
PMINSD,SSE,
PMINUD,SSE,
PMINUW,SSE,
PMOVSXBD,SSE,
PMOVSXBQ,SSE,
PMOVSXBW,SSE,
PMOVSXDQ,SSE,
PMOVSXWD,SSE,
PMOVSXWQ,SSE,
PMOVZXBD,SSE,
PMOVZXBQ,SSE,
PMOVZXBW,SSE,
PMOVZXDQ,SSE,
PMOVZXWD,SSE,
PMOVZXWQ,SSE,
PMULDQ,SSE,
PMULLD,SSE,
POPCNT,SSE,
PTEST,LOGICAL,
ROUNDPD,SSE,
ROUNDPS,SSE,
ROUNDSD,SSE,
ROUNDSS,SSE,
EXTRQ,BITBYTE,
INSERTQ,BITBYTE,
MOVNTSD,DATAXFER,
MOVNTSS,DATAXFER,
PABSB,MMX,
PABSB,SSE,
PABSD,MMX,
PABSD,SSE,
PABSW,MMX,
PABSW,SSE,
PALIGNR,MMX,
PALIGNR,SSE,
PHADDD,MMX,
PHADDD,SSE,
PHADDSW,MMX,
PHADDSW,SSE,
PHADDW,MMX,
PHADDW,SSE,
PHSUBD,MMX,
PHSUBD,SSE,
PHSUBSW,MMX,
PHSUBSW,SSE,
PHSUBW,MMX,
PHSUBW,SSE,
PMADDUBSW,MMX,
PMADDUBSW,SSE,
PMULHRSW,MMX,
PMULHRSW,SSE,
PSHUFB,MMX,
PSHUFB,SSE,
PSIGNB,MMX,
PSIGNB,SSE,
PSIGND,MMX,
PSIGND,SSE,
PSIGNW,MMX,
PSIGNW,SSE,
CLGI,SYSTEM,
INVLPGA,SYSTEM,
SKINIT,SYSTEM,
STGI,SYSTEM,
VMLOAD,SYSTEM,
VMMCALL,SYSTEM,
VMRUN,SYSTEM,
VMSAVE,SYSTEM,
BEXTR,TBM,
BLCFILL,TBM,
BLCI,TBM,
BLCIC,TBM,
BLCMSK,TBM,
BLCS,TBM,
BLSFILL,TBM,
BLSIC,TBM,
T1MSKC,TBM,
TZMSK,TBM,
SEAMCALL,LEGACY,
SEAMOPS,LEGACY,
SEAMRET,LEGACY,
TDCALL,LEGACY,
XRESLDTRK,TSX_LDTRK,
XSUSLDTRK,TSX_LDTRK,
CLUI,UINTR,
SENDUIPI,UINTR,
STUI,UINTR,
TESTUI,UINTR,
UIRET,UINTR,
REPE XCRYPTCBC,VIA_PADLOCK,
REPE XCRYPTCFB,VIA_PADLOCK,
REPE XCRYPTCTR,VIA_PADLOCK,
REPE XCRYPTECB,VIA_PADLOCK,
REPE XCRYPTOFB,VIA_PADLOCK,
REPE XSTORE,VIA_PADLOCK,
XSTORE,VIA_PADLOCK,
REX64 XSTORE,VIA_PADLOCK,
REPE XSHA1,VIA_PADLOCK,
REPE XSHA256,VIA_PADLOCK,
VMFUNC,VTX,
INVEPT,VTX,
INVVPID,VTX,
VMCALL,VTX,
VMCLEAR,VTX,
VMLAUNCH,VTX,
VMPTRLD,VTX,
VMPTRST,VTX,
VMREAD,VTX,
VMRESUME,VTX,
VMWRITE,VTX,
VMXOFF,VTX,
VMXON,VTX,
TPAUSE,WAITPKG,
UMONITOR,WAITPKG,
UMWAIT,WAITPKG,
WBNOINVD,SYSTEM,
F2XM1,X87_ALU,
FABS,X87_ALU,
FADD,X87_ALU,
FADDP,X87_ALU,
FBLD,X87_ALU,
FBSTP,X87_ALU,
FCHS,X87_ALU,
FCMOVB,FCMOV,
FCMOVBE,FCMOV,
FCMOVE,FCMOV,
FCMOVNB,FCMOV,
FCMOVNBE,FCMOV,
FCMOVNE,FCMOV,
FCMOVNU,FCMOV,
FCMOVU,FCMOV,
FCOM,X87_ALU,
FCOMI,X87_ALU,
FCOMIP,X87_ALU,
FCOMP,X87_ALU,
FCOMPP,X87_ALU,
FCOS,X87_ALU,
FDECSTP,X87_ALU,
FDIV,X87_ALU,
FDIVP,X87_ALU,
FDIVR,X87_ALU,
FDIVRP,X87_ALU,
FFREE,X87_ALU,
FIADD,X87_ALU,
FICOM,X87_ALU,
FICOMP,X87_ALU,
FIDIV,X87_ALU,
FIDIVR,X87_ALU,
FILD,X87_ALU,
FIMUL,X87_ALU,
FINCSTP,X87_ALU,
FIST,X87_ALU,
FISTP,X87_ALU,
FISUB,X87_ALU,
FISUBR,X87_ALU,
FLD,X87_ALU,
FLD1,X87_ALU,
FLDCW,X87_ALU,
FLDENV,X87_ALU,
FLDL2E,X87_ALU,
FLDL2T,X87_ALU,
FLDLG2,X87_ALU,
FLDLN2,X87_ALU,
FLDPI,X87_ALU,
FLDZ,X87_ALU,
FMUL,X87_ALU,
FMULP,X87_ALU,
FNCLEX,X87_ALU,
FNINIT,X87_ALU,
FNOP,X87_ALU,
FNSAVE,X87_ALU,
FNSTCW,X87_ALU,
FNSTENV,X87_ALU,
FNSTSW,X87_ALU,
FPATAN,X87_ALU,
FPREM,X87_ALU,
FPREM1,X87_ALU,
FPTAN,X87_ALU,
FRNDINT,X87_ALU,
FRSTOR,X87_ALU,
FSCALE,X87_ALU,
FSIN,X87_ALU,
FSINCOS,X87_ALU,
FSQRT,X87_ALU,
FST,X87_ALU,
FSTP,X87_ALU,
FSUB,X87_ALU,
FSUBP,X87_ALU,
FSUBR,X87_ALU,
FSUBRP,X87_ALU,
FTST,X87_ALU,
FUCOM,X87_ALU,
FUCOMI,X87_ALU,
FUCOMIP,X87_ALU,
FUCOMP,X87_ALU,
FUCOMPP,X87_ALU,
FWAIT,X87_ALU,
FXAM,X87_ALU,
FXCH,X87_ALU,
FXTRACT,X87_ALU,
FYL2X,X87_ALU,
FYL2XP1,X87_ALU,
LLWPCB,XOP,
LWPINS,XOP,
LWPVAL,XOP,
SLWPCB,XOP,
VFRCZPD,XOP,
VFRCZPS,XOP,
VFRCZSD,XOP,
VFRCZSS,XOP,
VPCMOV,XOP,
VPCOMB,XOP,
VPCOMD,XOP,
VPCOMQ,XOP,
VPCOMUB,XOP,
VPCOMUD,XOP,
VPCOMUQ,XOP,
VPCOMUW,XOP,
VPCOMW,XOP,
VPERMIL2PD,XOP,
VPERMIL2PS,XOP,
VPHADDBD,XOP,
VPHADDBQ,XOP,
VPHADDBW,XOP,
VPHADDDQ,XOP,
VPHADDUBD,XOP,
VPHADDUBQ,XOP,
VPHADDUBW,XOP,
VPHADDUDQ,XOP,
VPHADDUWD,XOP,
VPHADDUWQ,XOP,
VPHADDWD,XOP,
VPHADDWQ,XOP,
VPHSUBBW,XOP,
VPHSUBDQ,XOP,
VPHSUBWD,XOP,
VPMACSDD,XOP,
VPMACSDQH,XOP,
VPMACSDQL,XOP,
VPMACSSDD,XOP,
VPMACSSDQH,XOP,
VPMACSSDQL,XOP,
VPMACSSWD,XOP,
VPMACSSWW,XOP,
VPMACSWD,XOP,
VPMACSWW,XOP,
VPMADCSSWD,XOP,
VPMADCSWD,XOP,
VPPERM,XOP,
VPROTB,XOP,
VPROTD,XOP,
VPROTQ,XOP,
VPROTW,XOP,
VPSHAB,XOP,
VPSHAD,XOP,
VPSHAQ,XOP,
VPSHAW,XOP,
VPSHLB,XOP,
VPSHLD,XOP,
VPSHLQ,XOP,
VPSHLW,XOP,
XGETBV,XSAVE,
XRSTOR,XSAVE,
XRSTOR64,XSAVE,
XSAVE,XSAVE,
XSAVE64,XSAVE,
XSETBV,XSAVE,
XSAVEC,XSAVE,
XSAVEC64,XSAVE,
XSAVEOPT,XSAVEOPT,
XSAVEOPT64,XSAVEOPT,
XRSTORS,XSAVE,
XRSTORS64,XSAVE,
XSAVES,XSAVE,
XSAVES64,XSAVE,
