Assembly instruction,Category,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMT2W,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPERMW,AVX512,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDB,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDD,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDQ,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXPANDW,EXPAND,
VPEXTRB {evex},AVX512,
VPEXTRB {evex},AVX512,
VPEXTRD {evex},AVX512,
VPEXTRD {evex},AVX512,
VPEXTRQ {evex},AVX512,
VPEXTRQ {evex},AVX512,
VPEXTRW {evex},AVX512,
VPEXTRW {evex},AVX512,
VPGATHERDD,GATHER,
VPGATHERDD,GATHER,
VPGATHERDD,GATHER,
VPGATHERDQ,GATHER,
VPGATHERDQ,GATHER,
VPGATHERDQ,GATHER,
VPGATHERQD,GATHER,
VPGATHERQD,GATHER,
VPGATHERQD,GATHER,
VPGATHERQQ,GATHER,
VPGATHERQQ,GATHER,
VPGATHERQQ,GATHER,
VPINSRB {evex},AVX512,
VPINSRB {evex},AVX512,
VPINSRD {evex},AVX512,
VPINSRD {evex},AVX512,
VPINSRQ {evex},AVX512,
VPINSRQ {evex},AVX512,
VPINSRW {evex},AVX512,
VPINSRW {evex},AVX512,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTD,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPLZCNTQ,CONFLICT,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52HUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADD52LUQ,IFMA,
VPMADDUBSW {evex},AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW {evex},AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW {evex},AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW {evex},AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDUBSW,AVX512,
VPMADDWD {evex},AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD {evex},AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD {evex},AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD {evex},AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMADDWD,AVX512,
VPMAXSB {evex},AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB {evex},AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB {evex},AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB {evex},AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSB,AVX512,
VPMAXSD,AVX512,
VPMAXSD,AVX512,
VPMAXSD,AVX512,
VPMAXSD {evex},AVX512,
VPMAXSD,AVX512,
VPMAXSD,AVX512,
VPMAXSD {evex},AVX512,
VPMAXSD,AVX512,
VPMAXSD,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSQ,AVX512,
VPMAXSW {evex},AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW {evex},AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW {evex},AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW {evex},AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXSW,AVX512,
VPMAXUB {evex},AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB {evex},AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB {evex},AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB {evex},AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUB,AVX512,
VPMAXUD,AVX512,
VPMAXUD,AVX512,
VPMAXUD,AVX512,
VPMAXUD {evex},AVX512,
VPMAXUD,AVX512,
VPMAXUD,AVX512,
VPMAXUD {evex},AVX512,
VPMAXUD,AVX512,
VPMAXUD,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUQ,AVX512,
VPMAXUW {evex},AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW {evex},AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW {evex},AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW {evex},AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMAXUW,AVX512,
VPMINSB {evex},AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB {evex},AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB {evex},AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB {evex},AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSB,AVX512,
VPMINSD,AVX512,
VPMINSD,AVX512,
VPMINSD,AVX512,
VPMINSD {evex},AVX512,
VPMINSD,AVX512,
VPMINSD,AVX512,
VPMINSD {evex},AVX512,
VPMINSD,AVX512,
VPMINSD,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSQ,AVX512,
VPMINSW {evex},AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW {evex},AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW {evex},AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW {evex},AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINSW,AVX512,
VPMINUB {evex},AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB {evex},AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB {evex},AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB {evex},AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUB,AVX512,
VPMINUD,AVX512,
VPMINUD,AVX512,
VPMINUD,AVX512,
VPMINUD {evex},AVX512,
VPMINUD,AVX512,
VPMINUD,AVX512,
VPMINUD {evex},AVX512,
VPMINUD,AVX512,
VPMINUD,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUQ,AVX512,
VPMINUW {evex},AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW {evex},AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW {evex},AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW {evex},AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMINUW,AVX512,
VPMOVB2M,DATAXFER,
VPMOVB2M,DATAXFER,
VPMOVB2M,DATAXFER,
VPMOVD2M,DATAXFER,
VPMOVD2M,DATAXFER,
VPMOVD2M,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDB,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVDW,DATAXFER,
VPMOVM2B,DATAXFER,
VPMOVM2B,DATAXFER,
VPMOVM2B,DATAXFER,
VPMOVM2D,DATAXFER,
VPMOVM2D,DATAXFER,
VPMOVM2D,DATAXFER,
VPMOVM2Q,DATAXFER,
VPMOVM2Q,DATAXFER,
VPMOVM2Q,DATAXFER,
VPMOVM2W,DATAXFER,
VPMOVM2W,DATAXFER,
VPMOVM2W,DATAXFER,
VPMOVQ2M,DATAXFER,
VPMOVQ2M,DATAXFER,
VPMOVQ2M,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQB,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQD,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVQW,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDB,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSDW,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQB,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQD,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSQW,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSWB,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD {evex},DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD {evex},DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD {evex},DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD {evex},DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBD,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ {evex},DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ {evex},DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ {evex},DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ {evex},DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBQ,DATAXFER,
VPMOVSXBW {evex},DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW {evex},DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW {evex},DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW {evex},DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXBW,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ {evex},DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ {evex},DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ {evex},DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ {evex},DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXDQ,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD {evex},DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD {evex},DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD {evex},DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD {evex},DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWD,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ {evex},DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ {evex},DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ {evex},DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ {evex},DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVSXWQ,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDB,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSDW,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQB,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQD,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSQW,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVUSWB,DATAXFER,
VPMOVW2M,DATAXFER,
VPMOVW2M,DATAXFER,
VPMOVW2M,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVWB,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD {evex},DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD {evex},DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD {evex},DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD {evex},DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBD,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ {evex},DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ {evex},DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ {evex},DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ {evex},DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBQ,DATAXFER,
VPMOVZXBW {evex},DATAXFER,
